鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
桃園區,土地,中路段1861~1890地號,6048.0,都市：其他:乙種工業區,,,1090919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,420780000,69573,,0.0,0,,RPVOMLSLJHGGFAH48DA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,藝文一街1~30號,38.92,都市：其他:商業區,,,1091219,土地1建物1車位2,五層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990422,452.79,4,2,3,有,有,45080000,99561,坡道平面,40.98,0,,RPWPMLSLJHGGFAH68DA,262.61,11.01,26.17,有,
桃園區,房地(土地+建物),江南十街1~30號,16.87,都市：其他:第二種住宅區,,,1091211,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821104,111.07,3,2,2,有,有,5700000,51319,,0.0,0,,RPQQMLSLJHGGFAH18DA,82.48,4.4,9.7,有,
桃園區,土地,皮寮段871~900地號,105.3,都市：其他:農業區,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1550000,14720,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVQMLSLJHGGFAH68DA,0.0,0.0,0.0,無,
中壢區,土地,中原段631~660地號,4775.23,都市：其他:,,,1091105,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,327500000,68583,,0.0,0,,RPORMLLJKIPFFBH28DA,0.0,0.0,0.0,無,0014
觀音區,土地,大同段1621~1650地號,3300.24,都市：其他:道路用地,,,1091113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31000000,9393,,0.0,0,,RPUNMLRJKIPFFBH09DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,松信路1~30號,15.25,都市：其他:商業區,,,1080920,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090817,162.82999999999998,3,2,2,有,有,7800000,49116,坡道平面,30.49,1300000,,RPSSMLSLKIPFFBH07DA,81.88,0.0,8.28,有,
中壢區,房地(土地+建物)+車位,松勤路1~30號,10.77,都市：其他:商業區,,,1080214,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090817,123.92,2,2,1,有,有,5300000,45168,坡道平面,30.49,1080000,,RPTSMLSLKIPFFBH17DA,55.55,0.0,8.08,有,
中壢區,房地(土地+建物)+車位,白馬莊121~150號,26.07,都市：其他:住宅區,,,1091228,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811202,145.21,3,2,2,有,有,6400000,44074,一樓平面,0.0,0,,RPSTMLTLKIPFFBH27DA,85.13,2.63,8.55,有,
觀音區,房地(土地+建物),敬業街95巷1~30號,91.0,,工業區,丁種建築用地,1091225,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0970319,203.53,4,2,2,有,無,8400000,41272,,0.0,0,,RPUOMLKMKIPFFBH78DA,172.78,12.93,17.82,無,
中壢區,房地(土地+建物)+車位,長樂二街1~30號,17.2,都市：其他:住宅區,,,1091225,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040118,126.6,2,2,1,有,有,6700000,52923,坡道平面,35.26,0,,RPSUMLPJJHGGFBH38DA,54.27,1.44,7.6,有,0015
觀音區,房地(土地+建物),福壽街331~360號,79.0,,工業區,丁種建築用地,1091222,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0931225,142.1,4,2,3,有,無,5200000,36594,,0.0,0,,RPOVMLPJJHGGFBH08DA,131.68,6.3,4.12,無,
中壢區,土地,月眉段331~360地號,43.43,,特定農業區,農牧用地,1100106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,459900,10589,,0.0,0,,RPWVMLPJJHGGFBH88DA,0.0,0.0,0.0,無,0016
