"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物現況格局-隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積(平方公尺)","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號"
"龍潭區","房地(土地+建物)","民有一街181~210號","15.49","都市：其他:旅館區","","","1091217","土地1建物1車位0","三層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091104","77.31","0","0","1","有","有","3800000","49153","","0.0","0","預售屋、或土地及建物分次登記案件;","RPRPMLLLJHGGFCH67DA","41.11","0.0","6.84","有",""
"龍潭區","房地(土地+建物)+車位","民有一街181~210號","16.1","都市：其他:旅館區","","","1091213","土地1建物1車位1","四層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091104","106.37","0","0","1","有","有","4850000","49800","坡道平面","29.06","1000000","預售屋、或土地及建物分次登記案件;","RPSPMLLLJHGGFCH77DA","41.11","0.0","6.84","有",""
"龍潭區","房地(土地+建物)","民有一街211~240號","8.36","都市：其他:旅館區","","","1071216","土地1建物1車位0","六層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091104","42.33","0","0","1","有","有","1800000","42523","","0.0","0","預售屋、或土地及建物分次登記案件;","RPTPMLLLJHGGFCH87DA","23.39","0.8","2.37","有",""
"龍潭區","房地(土地+建物)","民有一街211~240號","9.1","都市：其他:旅館區","","","1081218","土地1建物1車位0","八層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091104","46.230000000000004","0","0","1","有","有","1930000","41748","","0.0","0","預售屋、或土地及建物分次登記案件;","RPVPMLLLJHGGFCH08DA","25.77","0.86","2.37","有",""
"龍潭區","房地(土地+建物)+車位","中豐路461巷106弄1~30號","37.01","","鄉村區","乙種建築用地","1091117","土地1建物1車位2","九層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1060810","197.32999999999998","3","2","2","有","有","11250000","62675","坡道平面","57.72","2500000","","RPXPMLLLJHGGFCH28DA","88.54","0.0","8.55","有",""
"龍潭區","房地(土地+建物)","民有一街181~210號","15.0","都市：其他:旅館區","","","1080424","土地1建物1車位0","八層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091104","74.74","0","0","1","有","有","3600000","48167","","0.0","0","預售屋、或土地及建物分次登記案件;","RPSRMLPLKIPFFCH76DA","43.4","0.0","2.96","有",""
"龍潭區","房地(土地+建物)","建國路65巷1~30號","72.86","","鄉村區","乙種建築用地","1091226","土地1建物1車位0","全","二層","透天厝","住家用","加強磚造","0661020","75.0","4","2","3","有","無","5800000","77333","","0.0","0","頂樓加蓋;","RPPNMLQLKIPFFCH78DA","75.0","0.0","0.0","無",""
"龍潭區","房地(土地+建物)","龍華路347巷31弄1~30號","91.95","都市：其他:住宅區","","","1091128","土地1建物1車位0","全","五層","透天厝","見其他登記事項","鋼筋混凝土造","0961214","317.49","4","4","3","有","有","15800000","49765","","0.0","0","未登記建物;","RPRPMLLJKIPFFCH48DA","254.53","18.9","19.06","無",""
"復興區","土地","巴陵段811~840地號","323.33","","山坡地保育區","農牧用地","1100125","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","35000","108","","0.0","0","","RPPPMLQLJHGGFCH97DA","0.0","0.0","0.0","無","185.0"
"龍潭區","房地(土地+建物)+車位","民治路331~360號","14.92","都市：其他:住宅區(高地區)","","","1091230","土地3建物1車位1","七層","十層","華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造","0910403","88.66","0","0","0","無","有","2300000","41358","坡道平面","42.72","400000","","RPWOMLRLJHGGFCH68DA","24.48","0.0","3.03","有",""
"龍潭區","房地(土地+建物)+車位","民治路331~360號","14.92","都市：其他:住宅區(高地區)","","","1091230","土地3建物1車位1","六層","十層","華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造","0910403","88.66","0","0","0","無","有","2080000","36569","坡道平面","42.72","400000","","RPVPMLRLJHGGFCH68DA","24.48","0.0","3.03","有",""
"龍潭區","房地(土地+建物)+車位","民治路331~360號","14.92","都市：其他:住宅區(高地區)","","","1091230","土地3建物1車位1","六層","十層","華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造","0910403","85.38","0","0","0","無","有","2130000","38738","坡道平面","39.43","350000","","RPWPMLRLJHGGFCH78DA","24.48","0.0","3.03","有",""
"大溪區","土地","介壽段61~90地號","82.0","","鄉村區","乙種建築用地","1100110","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","3720000","45366","","0.0","0","","RPROMLTLJHGGFCH38DA","0.0","0.0","0.0","無",""
"大溪區","土地","草厝江段331~360地號","745.44","","一般農業區","農牧用地","1100121","土地6建物0車位0","","","其他","","","","0.0","0","0","0","有","無","9000000","12073","","0.0","0","","RPTOMLTLJHGGFCH58DA","0.0","0.0","0.0","無","186.0"
"龍潭區","房地(土地+建物)","東龍路341巷1~30號","15.76","都市：其他:住宅區","","","1090910","土地2建物1車位0","三層","十四層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1090323","110.06","3","2","1","有","有","7356000","66836","","0.0","0","","RPUOMLTLJHGGFCH68DA","67.01","0.0","4.58","有",""
"龍潭區","土地","成功段151~180地號","1525.66","","特定農業區","農牧用地","1100104","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","24300000","15928","","0.0","0","","RPVNMLLJKHGGFCH77DA","0.0","0.0","0.0","無","187.0"
"龍潭區","房地(土地+建物)","育樂路104巷31~60號","84.15","","鄉村區","乙種建築用地","1091229","土地1建物1車位0","全","二層","透天厝","住家用","加強磚造","0701222","96.0","3","2","2","有","無","3100000","32292","","0.0","0","","RPWNMLLJKHGGFCH87DA","84.0","6.0","6.0","無",""
"龍潭區","房地(土地+建物)","淮子埔路211~240號","911.51","","一般農業區","農牧用地","1091216","土地1建物1車位0","一層","一層","公寓(5樓含以下無電梯)","農舍","見其他登記事項","0930603","40.67","2","1","1","有","無","3500000","86059","","0.0","0","親友、員工、共有人或其他特殊關係間之交易;","RPXNMLLJKHGGFCH97DA","40.67","0.0","0.0","無","188.0"
"龍潭區","房地(土地+建物)","淮子埔路211~240號","911.51","","一般農業區","農牧用地","1091216","土地1建物1車位0","一層","一層","公寓(5樓含以下無電梯)","農舍","見其他登記事項","0930603","40.67","2","1","1","有","無","3500000","86059","","0.0","0","親友、員工、共有人或其他特殊關係間之交易;","RPOOMLLJKHGGFCH17DA","40.67","0.0","0.0","無","188.0"
"復興區","土地","拉號段931~960地號","8070.0","","山坡地保育區","農牧用地","1091229","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","3600000","446","","0.0","0","","RPPOMLLJKHGGFCH27DA","0.0","0.0","0.0","無",""
"大溪區","房地(土地+建物)","隆德街48巷1~30號","166.52","都市：其他:第二種住宅區","","","1091213","土地1建物1車位0","全","四層","透天厝","見其他登記事項","鋼筋混凝土造","1070611","303.98","3","2","5","有","無","24000000","78953","","0.0","0","","RPROMLLJKHGGFCH47DA","272.31","2.92","28.75","有",""
